text	intent
有沒有從丹佛飛往亞特蘭大匹茲堡任何航班	飛行
什麼頭等艙飛機從費城到舊金山去，並在達拉斯停止下午週一	飛行
顯示從丹佛飛往奧克蘭的航班	飛機
最低票價從印第安納波利斯飛往西雅圖	飛行
什麼才是從達拉斯到巴爾的摩十二月十七最便宜的航班	機票
告訴我從達拉斯到波士頓的航班	飛行
請給我從匹茲堡飛往亞特蘭大直接早上航班	飛行
顯示上月第二十九從巴爾的摩到達拉斯的所有航班	飛行
什麼是商務艙機票從波士頓前往達拉斯留下七月第一成本	飛行
讓我看看帶飯菜離開上週日芝加哥西雅圖大陸航班	機票
從匹茲堡到紐瓦克的航班	飛行
告訴我從巴爾的摩到波士頓的航班	飛行
我想預定在四月第六從佛羅里達州坦帕的早班飛機到北卡羅萊納州夏洛特	飛行
美國聯合航空公司提供從丹佛飛往巴爾的摩任何頭等艙機票	飛行
我想從亞特蘭大TWA航班飛往舊金山，在丹佛停留	飛行
我在尋找從夏洛特到拉斯維加斯的航班，在ST停止。路易斯希望晚餐飛行我如何才能找到了	飛行
丹佛到舊金山週三	飛行
從波士頓到華盛頓特區的所有航班	飛行
直飛航班西雅圖到堪薩斯城	飛行
有沒有到達拉斯的航班增量852一頓飯從舊金山	飛行
列出了從費城離開亞特蘭大週四早早上8點前航班	膳食
是什麼從波士頓到巴爾的摩明天就要走的航班	飛行
顯示波士頓和費城之間的所有美聯航航班	飛行
什麼是從匹茲堡到舊金山最早的航班	飛行
什麼航班之間有華盛頓和舊金山離開華盛頓6時後週三	飛行
從丹佛到亞特蘭大航班什麼	飛行
告訴我所有的多倫多nationair航班	飛行
列出從洛杉磯到匹茲堡所有的直飛航班，其下午5點在週二之前到達	飛行
I'd喜歡從哥倫布飛往納什維爾明天上午	飛行
我需要從匹茲堡在巴爾的摩抵達航班	飛行
紐約和邁阿密的商務艙票價之間的所有往返航班	飛行
找到從達拉斯往返航班匹茲堡晚上8點以後抵達的行程安排	飛行
給我從密爾沃基到菲尼克斯美航在週六和週日	飛行
什麼類型的地面交通費城可用	飛行
請告訴我從丹佛飛往波士頓的航班航空公司在費城短暫停留	飛行
像從舊金山到波士頓在週四上午航班信息	航空公司
費城到舊金山	飛行
可我從長灘加州俄亥俄州哥倫布市的航班上週三上市	飛行
告訴我在巴爾的摩抵達六月最便宜的航班第十四從達拉斯開始	飛行
找到從多倫多到聖地亞哥航班與加拿大航空在舊金山短暫停留	飛行
什麼是渦輪螺旋槳發動機後S上的下一個最小的飛機	飛行
告訴我什麼是票價代碼符號代表	飛機
什麼樣的地面交通有沒有在華盛頓特區	縮寫
列出所有往返票價從鳳凰城到華盛頓	飛行
什麼票價代碼覆蓋從費城飛往舊金山的航班	機票
從波士頓到華盛頓特區的所有航班十一月十一	縮寫
什麼樣的地面運輸在達拉斯可用	飛行
我需要從巴爾的摩到西雅圖航班	飛行
什麼呢共同均值	飛行
I'd喜歡從波士頓飛往舊金山，你可以找到我的最低票價	縮寫
我想從密爾沃基飛往奧蘭多	飛行
和什麼從納什維爾飛往塔科馬的航班十八再次	飛行
顯示從匹茲堡中午12時後抵達的航班到舊金山	飛行
什麼呢?平均	飛行
什麼是從巴爾的摩到舊金山去，並在舊金山到達下午8點在週五航班	縮寫
請告訴我所有從波士頓航班	飛行
在丹佛地面交通	飛行
從匹茲堡飛往舊金山頭等艙往返航班信息	飛機
找旅行社安排從波士頓的往返航班匹茲堡晚上8點後抵達	飛行
告訴我從波士頓到匹茲堡週三和週四的航班	飛行
不費城機場有一個名字	飛行
找到從多倫多到聖地亞哥達美航空公司航班使用臨時滯留在DC	飛機場
沒有美國航空公司飛從匹茲堡飛往亞特蘭大	飛行
American Airlines從鳳凰到密爾沃基	飛行
給我最便宜的單程票價從聖地亞哥飛往邁阿密	飛行
有沒有航班明天早上從哥倫布到納什維爾	機票
列出從奧克蘭每天飛往波士頓的航班使用聯合航空公司	飛行
亞特蘭大匹茲堡	飛行
告訴我，從亞特蘭大到華盛頓週四早上的航班	飛行
什麼是早上最早的航班從波士頓巴爾的摩抵達	飛行
我想從費城到舊金山的航班，但我想停在達拉斯	飛行
我需要從丹佛十人到圣迭戈在鳳凰短暫停留，請給我航班	飛行
I'd喜歡從丹佛飛往匹茲堡亞特蘭大你會發現我做這件事最便宜的方式	飛行
是否有任何更新的航班比810時從密爾沃基前往塔科馬明晚	飛行
我要飛從巴爾的摩到費城	飛行
什麼是最新的航班從舊金山到波士頓	飛行
我想從匹茲堡飛往亞特蘭大對我們的空氣	飛行
沒有美國航空公司飛往舊金山來自亞特蘭大	飛行
告訴我從巴爾的摩到亞特蘭大晚上航班	飛行
給我看在威徹斯特縣的地面交通	飛行
告訴我從巴爾的摩到波士頓的航班	機票
紐瓦克到明尼阿波利斯在星期天	飛行
從巴爾的摩到費城的航班，其中往返票價低於1000美元	飛行
告訴我往返票價從匹茲堡飛往費城	飛行
可以請你告訴我，從匹茲堡飛往波士頓下週的週三中午之前到達的航班	機票
列出的從波士頓到費城中途航空公司航班票價	飛行
找我從亞特蘭大最新飛回波士頓在同一天	機票
我想從巴爾的摩飛往舊金山東航	飛行
請列出波士頓和費城週日操作之間的所有航班	飛行
顯示紐約市和拉斯維加斯之間的航班??我	飛行
什麼才是從巴爾的摩到達拉斯在美國最便宜的航班	飛行
並中西部快捷服務巴爾的摩	飛行
I'd想知道在沃思堡提供的地面交通	飛行
告訴我，中西部快捷服務於所有城市	飛行
你能告訴我離開匹茲堡子夜時分奧克蘭航班	市
什麼航班從坦帕到辛辛那提	飛行
告訴我匹茲堡頭等艙航班從舊金山回事中午12點以後離開的星期一	飛行
什麼呢MCO平均	飛行
從波士頓飛往華盛頓的航班信息	縮寫
告訴我在鹽湖城機場的地面交通	飛行
請列出從加州奧克蘭到費城週三所有可用的航班	飛行
請告訴我從費城到丹佛週日航班所有航空公司	飛行
請告訴我從丹佛飛往奧克蘭是直飛所有航班	航空公司
我想從機場到拉斯維加斯知道類型的地面交通	飛行
什麼是最便宜的單程票價從匹茲堡飛往亞特蘭大旅行週二八月二十	飛機
I'd喜歡再看到從匹茲堡飛往費城的所有航班	機票
我想從達拉斯首飛到休斯敦3月首次從休斯頓回到達拉斯在3月最後一個飛行第一	飛行
請告訴我從匹茲堡到亞特蘭大在平日可用航班	飛行
讓我從聖何塞飛往匹茲堡的最早的航班，供應小吃	飛行
什麼是克利夫蘭最廉價的頭等艙票價邁阿密的美國二月廿四空氣	飛行
從波士頓去什麼航班匹茲堡1205後，下午	機票
有多少航空公司由密爾沃基的方式，從紐約飛到洛杉磯	飛行
什麼是票價代碼FN	數量
從華盛頓到亞特蘭大	縮寫
什麼是最早的早上的航班離開波士頓華盛頓	飛行
什麼航班有從紐瓦克飛往西雅圖星期六	飛行
什麼航班有亞特蘭大和丹佛之間	飛行
是什麼從匹茲堡到奧克蘭航班	飛行
我想從丹佛前往匹茲堡	飛行
從匹茲堡飛往費城的所有航班	飛行
尋找從多倫多到聖地亞哥航班	飛行
你有沒有從亞特蘭大直飛巴爾的摩的航班是波音757抵達巴爾的摩晚上7點左右	飛行
該航空公司通過其他城市從波士頓飛往華盛頓	飛行
什麼是亞特蘭大和舊金山之間的最低票價	航空公司
請告訴我從紐約到邁阿密的所有往返航班	機票
從機場到波士頓的波士頓市區地面交通	飛行
什麼是上週四中午前從服務波士頓一頓飯飛往匹茲堡的航班票價	飛行
列出所有在米切爾將軍國際的起飛和著陸	機票
我想從丹佛飛往匹茲堡可能最便宜的航班	飛行
讓我在六月十四巴爾的摩抵達航班	飛行
列出週三的所有航班會從波士頓到亞特蘭大下午6點後	飛行
顯示我的所有航班TWA請	飛行
顯示來自孟菲斯拉斯維加斯的航班	飛行
是什麼代碼YN意思	飛行
什麼航班上有大陸從西雅圖到芝加哥	縮寫
什麼是最便宜的單程航班從亞特蘭大到波士頓	飛行
告訴我從波士頓到舊金山，當天下午抵達航班	飛行
並中西部快捷服務蒙特利爾	飛行
什麼是丹佛和波士頓之間的最低票價	飛行
我需要去匹茲堡和丹佛	機票
現在我想看到從邁阿密到紐約的回程航班	飛行
美國航空出港航班從夏洛特下午1點左右	飛行
什麼才是最早的航班，我可以波士頓和達拉斯之間得到	飛行
什麼是來自華盛頓的節儉經濟的航班票價舊金山	飛行
我想從機場到市區的亞特蘭大地面交通信息在上午9點左右，早上	機票
可我從俄亥俄州哥倫布市的航班號明尼阿波利斯明尼蘇達週一上市	飛行
我感興趣的二月第二十二預訂從達拉斯的早班飛機到休斯頓，並在深夜返回二月第二十二	航班號
告訴我地為達拉斯交通	飛行
什麼航空公司從波士頓飛往華盛頓	飛行
告訴我從波士頓飛往丹佛的航班	航空公司
讓我看看波士頓和多倫多之間的航空公司	飛行
顯示從亞特蘭大到費城我早上航班	航空公司
是什麼從丹佛飛往匹茲堡的特價機票，即停止在亞特蘭大	飛行
有多少城市是由大陸提供一流的航班	飛行
讓我從舊金山到丹佛的最新航班	數量
告訴我所有從印第安納波利斯飛往蒙特利爾的航班	飛行
什麼'再從紐約到邁阿密的特價機票	飛行
告訴我從丹佛飛往華盛頓的航班星期三	飛行
是什麼從華盛頓飛往丹佛的航班	飛行
顯示我的所有航班都直接和連接到無論是舊金山或奧克蘭從波士頓是下午2點之前到達	飛行
I'd喜歡從拉斯維加斯到底特律的航班上週一	飛行
巴爾的摩費城星期三	飛行
你可以列出從波士頓飛往華盛頓與上週六離開了最低的國家之一單程票價	飛行
什麼航班從舊金山到丹佛星期一	飛行
匹茲堡丹佛	飛行
留下丹佛飛往舊金山上午10點用途是什麼飛機的類型之前，	飛行
沒有增量達拉斯有什麼飛往丹佛的5點後	飛機
你有沒有從匹茲堡到任何亞特蘭大直達航班	飛行
列出每天從丹佛飛往波士頓的航班	飛行
是什麼從丹佛飛往匹茲堡的航班	飛行
該航班抵達聖。路易斯從聖。保羅在週四上午	飛行
從達拉斯沃斯堡機場機場多遠是達拉斯	飛行
什麼航班都可以從週五費城到奧克蘭	距離
告訴我上午11點前從波士頓八月第二丹佛的三角洲航班	飛行
從匹茲堡飛往巴爾的摩上午10點到下午2點之間的航班	飛行
是什麼從波士頓到舊金山航班	飛行
什麼地面交通可從匹茲堡機場到市區和需要多少費用	飛行
列出所有航班從波士頓到亞特蘭大去早上7點在週四之前	飛行
確實DL立場三角洲	飛行
告訴我從波士頓飛往匹茲堡的航班	縮寫
沒關係什麼航班有我們從奧蘭多飛往克利夫蘭的空氣留在下午	飛行
八月三十我想從丹佛到舊金山在早期上午航班	飛行
我希望看到從丹佛飛往亞特蘭大的特價機票	飛行
什麼是你已經離開波士頓標題費城最早的航班	飛行
我住在華盛頓，我想作出了一趟舊金山，你能告訴我哪個航空公司與這兩個城市連接	飛行
從亞特蘭大飛往舊金山八月第二個航班	飛行
我想從費城到達拉斯的飛行，使得在亞特蘭大站	飛行
從紐瓦克飛往波士頓的航班	飛行
從波士頓到亞特蘭大的航班什麼	飛行
列出所有航班從華盛頓取悅於舊金山	飛行
我想看到週一從匹茲堡飛往舊金山的航班	飛行
什麼是週四上午從亞特蘭大到丹佛首飛票價	飛行
請告訴我航空公司與波士頓與停在費城來自丹佛的航班	機票
多少航班UA 270從丹佛飛往費城成本	航空公司
尋找從克里夫蘭到達拉斯航班	機票
我需要從巴爾的摩到舊金山預訂	飛行
從菲尼克斯到拉斯維加斯的航班	飛行
有多少是往返票價從納什維爾飛往西雅圖	飛行
列出波士頓和使用奧克蘭德爾塔航空公司之間的所有的每日航班	機票
有多少是亞特蘭大和市區之間的地面交通	飛行
是什麼YN代表	飛行
什麼才是一個733的能力	縮寫
什麼樣的飛機從波士頓去舊金山中午前	容量
從巴爾的摩在1000元往返車費費城	飛機
什麼是MCO	機票
是什麼從丹佛飛往舊金山的航班下午	縮寫
什麼從紐瓦克飛往洛杉磯週三	飛行
顯示從紐約到邁阿密在週二，其售價低於466美元的單程直飛航班	飛行
從蒙特利爾飛往拉斯維加斯的航班和鳳凰	飛行
給我密爾沃基最新的西北航空公司的航班飛往塔科馬的明天	飛行
哪些航班可以從波士頓到亞特蘭大七月初七上午8點	飛行
請列出從哥倫布最早的午餐飛往鳳凰城	飛行
你有從亞特蘭大到波士頓的航班	飛行
告訴我，從圣迭戈到紐瓦克在休斯敦一站式的航班	飛行
週一告訴我從巴爾的摩到達拉斯的航班	飛行
告訴我從華盛頓到波士頓的航班星期五	飛行
告訴我從波士頓到匹茲堡週三航班	飛行
告訴我最低的價格從達拉斯到巴爾的摩	飛行
地面交通ATL亞特蘭大	飛行
顯示九月十七丹佛和舊金山之間的航班	飛行
什麼地面交通有在達拉斯	飛行
我想從費城飛往達拉斯，在亞特蘭大的停在早餐飛行	飛行
從丹佛到舊金山的航班上週三，我和'M請求航班信息	飛行
